mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin	crescendo_hairpin
150	149	297	299	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1629											
150	149	595/2	599/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1630											
150	149	296	298	2.0		0	0	Chord	2/4	2	1	1/2		1/2	1	1631											
150	149	296	298	2.0		0	0	Chord	2/4	3	1	1/2		1/2	1	1632											
150	149	296	298	2.0		0	0	Chord	2/4	4	1	1/2		1/2	1	1633											
151	150	298	300	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	1634											
151	150	298	300	0.0		0	0	Dynamic	2/4	3	1	0					p										
151	150	298	300	1.0		0	0	Chord	2/4	3	1	1/4		1/4	1	1635									78		
151	150	299	301	0.75		1/4	1/4	Chord	2/4	3	1	3/16		1/8	3/2	1636									78		
151	150	1199/4	1207/4	0.125		7/16	7/16	Chord	2/4	3	1	1/32		1/32	1	1637									78		
151	150	2399/8	2415/8	0.125		15/32	15/32	Chord	2/4	3	1	1/32		1/32	1	1638									78		
151	150	298	300	0.0		0	0	Dynamic	2/4	4	1	0					p										
151	150	298	300	1.0		0	0	Chord	2/4	4	1	1/4		1/4	1	1639									79		
151	150	299	301	0.75		1/4	1/4	Chord	2/4	4	1	3/16		1/8	3/2	1640									79		
151	150	1199/4	1207/4	0.125		7/16	7/16	Chord	2/4	4	1	1/32		1/32	1	1641									79		
151	150	2399/8	2415/8	0.125		15/32	15/32	Chord	2/4	4	1	1/32		1/32	1	1642									79		
152	151	300	302	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	1643											
152	151	601/2	605/2	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	1644		articStaccatoBelow									
152	151	301	303	1.0		1/4	1/4	Chord	2/4	3	1	1/4		1/4	1	1645											
152	151	300	302	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	1646											
152	151	601/2	605/2	0.5		1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	1647		articStaccatoBelow									
152	151	301	303	1.0		1/4	1/4	Chord	2/4	4	1	1/4		1/4	1	1648											
153	152	302	304	0.0		0	0	StaffText	2/4	3	1	0							"<font face=""Plantin MT Std""/><i>dim.</i>"								
153	152	302	304	1.0		0	0	Chord	2/4	3	1	1/4		1/4	1	1649									80		
153	152	303	305	0.75		1/4	1/4	Chord	2/4	3	1	3/16		1/8	3/2	1650									80		
153	152	1215/4	1223/4	0.125		7/16	7/16	Chord	2/4	3	1	1/32		1/32	1	1651									80		
153	152	2431/8	2447/8	0.125		15/32	15/32	Chord	2/4	3	1	1/32		1/32	1	1652									80		
153	152	302	304	0.0		0	0	StaffText	2/4	4	1	0							"<font face=""Plantin MT Std""/><i>dim.</i>"								
153	152	302	304	1.0		0	0	Chord	2/4	4	1	1/4		1/4	1	1653									81		
153	152	303	305	0.75		1/4	1/4	Chord	2/4	4	1	3/16		1/8	3/2	1654									81		
153	152	1215/4	1223/4	0.125		7/16	7/16	Chord	2/4	4	1	1/32		1/32	1	1655									81		
153	152	2431/8	2447/8	0.125		15/32	15/32	Chord	2/4	4	1	1/32		1/32	1	1656									81		
154	153	304	306	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	1657											
154	153	609/2	613/2	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	1658		articStaccatoBelow									
154	153	305	307	1.0		1/4	1/4	Chord	2/4	3	1	1/4		1/4	1	1659											
154	153	304	306	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	1660											
154	153	609/2	613/2	0.5		1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	1661		articStaccatoBelow									
154	153	305	307	1.0		1/4	1/4	Chord	2/4	4	1	1/4		1/4	1	1662											
155	154	306	308	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	1663		articStaccatoBelow									
155	154	613/2	617/2	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	1664		articStaccatoBelow									
155	154	307	309	1.0		1/4	1/4	Chord	2/4	3	1	1/4		1/4	1	1665											
155	154	306	308	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	1666		articStaccatoBelow									
155	154	613/2	617/2	0.5		1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	1667		articStaccatoBelow									
155	154	307	309	1.0		1/4	1/4	Chord	2/4	4	1	1/4		1/4	1	1668											
156	155	308	310	0.0		0	0	Dynamic	2/4	3	1	0					pp										
156	155	308	310	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	1669		articStaccatoBelow									
156	155	617/2	621/2	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	1670		articStaccatoBelow									
156	155	309	311	1.0		1/4	1/4	Chord	2/4	3	1	1/4		1/4	1	1671											
156	155	309	311	0.0		1/4	1/4	Dynamic	2/4	4	1	0					pp										
156	155	309	311	0.25		1/4	1/4	Chord	2/4	4	1	1/16		1/16	1	1672											
156	155	619/2	623/2	0.25		3/8	3/8	Chord	2/4	4	1	1/16		1/16	1	1673											
157	156	310	312	0.0		0	0	Dynamic	2/4	1	1	0					pp										
157	156	310	312	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	1674											
157	156	621/2	625/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1675											
157	156	310	312	0.0		0	0	Dynamic	2/4	2	1	0					pp										
157	156	310	312	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	1676											
157	156	621/2	625/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1677											
157	156	310	312	0.25		0	0	Chord	2/4	3	1	1/16		1/16	1	1678											
157	156	621/2	625/2	0.25		1/8	1/8	Chord	2/4	3	1	1/16		1/16	1	1679											
157	156	310	312	0.25		0	0	Chord	2/4	4	1	1/16		1/16	1	1680											
157	156	311	313	0.25		1/4	1/4	Chord	2/4	4	1	1/16		1/16	1	1681											
157	156	623/2	627/2	0.25		3/8	3/8	Chord	2/4	4	1	1/16		1/16	1	1682											
158	157	312	314	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	1683											
158	157	625/2	629/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1684											
158	157	312	314	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	1685											
158	157	625/2	629/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1686											
158	157	312	314	0.25		0	0	Chord	2/4	3	1	1/16		1/16	1	1687											
158	157	625/2	629/2	0.25		1/8	1/8	Chord	2/4	3	1	1/16		1/16	1	1688											
158	157	312	314	0.25		0	0	Chord	2/4	4	1	1/16		1/16	1	1689											
158	157	313	315	0.25		1/4	1/4	Chord	2/4	4	1	1/16		1/16	1	1690											
158	157	627/2	631/2	0.25		3/8	3/8	Chord	2/4	4	1	1/16		1/16	1	1691											
159	158	314	316	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	1692											
159	158	629/2	633/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1693											
159	158	314	316	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	1694											
159	158	629/2	633/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1695											
159	158	314	316	0.25		0	0	Chord	2/4	3	1	1/16		1/16	1	1696											
159	158	629/2	633/2	0.25		1/8	1/8	Chord	2/4	3	1	1/16		1/16	1	1697											
159	158	314	316	0.25		0	0	Chord	2/4	4	1	1/16		1/16	1	1698											
159	158	315	317	0.25		1/4	1/4	Chord	2/4	4	1	1/16		1/16	1	1699											
159	158	631/2	635/2	0.25		3/8	3/8	Chord	2/4	4	1	1/16		1/16	1	1700											
160	159	316	318	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	1701											
160	159	633/2	637/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1702											
160	159	1267/4	1275/4	0.0		3/16	3/16	Dynamic	2/4	1	1	0					pp										
160	159	317	319	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1703											
160	159	635/2	639/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1704											
160	159	316	318	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	1705											
160	159	633/2	637/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1706											
160	159	316	318	0.25		0	0	Chord	2/4	3	1	1/16		1/16	1	1707											
160	159	633/2	637/2	0.25		1/8	1/8	Chord	2/4	3	1	1/16		1/16	1	1708											
160	159	316	318	0.25		0	0	Chord	2/4	4	1	1/16		1/16	1	1709											
161	160	318	320	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	1710											
161	160	319	321	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1711											
161	160	639/2	643/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1712											
161	160	318	320	0.0		0	0	Dynamic	2/4	2	1	0					pp										
161	160	318	320	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	1713											
161	160	637/2	641/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1714											
162	161	320	322	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	1715											
162	161	320	322	0.0		0	0	Dynamic	2/4	3	1	0					pp										
162	161	320	322	0.25		0	0	Chord	2/4	3	1	1/16		1/16	1	1716											
162	161	641/2	645/2	0.25		1/8	1/8	Chord	2/4	3	1	1/16		1/16	1	1717											
162	161	321	323	0.0		1/4	1/4	Dynamic	2/4	4	1	0					pp										
162	161	321	323	0.25		1/4	1/4	Chord	2/4	4	1	1/16		1/16	1	1718											
162	161	643/2	647/2	0.25		3/8	3/8	Chord	2/4	4	1	1/16		1/16	1	1719											
163	162	322	324	0.0		0	0	StaffText	2/4	1	1	0							pizz.								
163	162	322	324	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1720											
163	162	323	325	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1721											
163	162	322	324	0.0		0	0	StaffText	2/4	2	1	0							pizz.								
163	162	322	324	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1722											
163	162	323	325	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1723											
163	162	323	325	0.0		1/4	1/4	StaffText	2/4	3	1	0							pizz.								
163	162	323	325	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	1724											
163	162	322	324	0.25		0	0	Chord	2/4	4	1	1/16		1/16	1	1725											
163	162	645/2	649/2	0.25		1/8	1/8	Chord	2/4	4	1	1/16		1/16	1	1726											
163	162	323	325	0.25		1/4	1/4	Chord	2/4	4	1	1/16		1/16	1	1727											
163	162	647/2	651/2	0.25		3/8	3/8	Chord	2/4	4	1	1/16		1/16	1	1728											
164	163	324	326	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1729											
164	163	324	326	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1730											
164	163	324	326	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	1731											
164	163	324	326	0.25		0	0	Chord	2/4	4	1	1/16		1/16	1	1732											
